Lat	Long	SoilClass		SoilDepth	HzSimb	HzDeIn	HzDeFn	HzVal	Silt	Clay	Sand	pH_KCL	C	C_N	BD
-10.5667	-49.9167	Gley_pouco_húmico_álico_Tb	Gleysol	150	A1	0	10	1	30	31	39	3.5	2.4	10.90909091	1.4
-10.5667	-49.9167	Gley_pouco_húmico_álico_Tb	Gleysol	150	A2	11	64	2	30	31	39	3.5	1.2	10.90909091	1.4
-10.5667	-49.9167	Gley_pouco_húmico_álico_Tb	Gleysol	150	IIC2g	65	200	3	16	57	27	3.4	0.8	10	1.4
-10.3	-52.6667	Gley_pouco_húmico_álico_Tb	Gleysol	95	A1	0	10	1	10	18	73	4	3.5	16.66666667	1.4
-10.3	-52.6667	Gley_pouco_húmico_álico_Tb	Gleysol	95	A2	11	54	2	10	18	73	4	1.75	16.66666667	1.4
-10.3	-52.6667	Gley_pouco_húmico_álico_Tb	Gleysol	95	C2g	55	200	3	4	22	74	4.2	0.9	18	1.4
-10.1333	-58.3	Gley_pouco_húmico_álico_Tb	Gleysol	130	A1	0	10	1	31	22	47	3.5	1.3	12	1.4
-10.1333	-58.3	Gley_pouco_húmico_álico_Tb	Gleysol	130	A2	11	59	2	31	22	47	3.5	0.65	12	1.4
-10.1333	-58.3	Gley_pouco_húmico_álico_Tb	Gleysol	130	IIC2g	60	200	3	11	51	39	3.5	0.3	12	1.4
-9.8833	-52.45	Gley_pouco_húmico_álico_Tb	Gleysol	50	A1	0	20	1	44	20	36	3.5	3.9	12	1.4
-9.8833	-52.45	Gley_pouco_húmico_álico_Tb	Gleysol	50	A3	21	200	2	38	25	37	3.7	1.8	12	1.4
-9.4167	-57.9833	Gley_pouco_húmico_álico_Tb	Gleysol	100	A1	0	15	1	40	47	13	3.3	6.2	12	1.4
-9.4167	-57.9833	Gley_pouco_húmico_álico_Tb	Gleysol	100	A2	16	64	2	40	47	13	3.3	3.1	12	1.4
-9.4167	-57.9833	Gley_pouco_húmico_álico_Tb	Gleysol	100	C2g	65	200	3	18	76	6	3.4	0.3	12	1.4
-9.0667	-58.2333	Gley_pouco_húmico_álico_Tb	Gleysol	150	A1	0	10	1	43	31	26	3.5	2.8	12	1.4
-9.0667	-58.2333	Gley_pouco_húmico_álico_Tb	Gleysol	150	A2	11	59	2	43	31	26	3.5	1.4	12	1.4
-9.0667	-58.2333	Gley_pouco_húmico_álico_Tb	Gleysol	150	C2g	60	200	3	32	49	19	3.7	0.2	12	1.4
-8.85	-51.8333	Gley_pouco_húmico_álico_Tb	Gleysol	100	A1	0	20	1	52	31	18	3.6	1.9	12	1.4
-8.85	-51.8333	Gley_pouco_húmico_álico_Tb	Gleysol	100	A2	21	44	2	52	31	18	3.6	0.95	12	1.4
-8.85	-51.8333	Gley_pouco_húmico_álico_Tb	Gleysol	100	B1	45	79	3	29	22	49	3.5	0.2	12	1.4
-8.85	-51.8333	Gley_pouco_húmico_álico_Tb	Gleysol	100	B2	80	200	4	29	22	49	3.5	0.2	12	1.4
-8.7167	-58.4	Gley_pouco_húmico_álico_Tb	Gleysol	80	A1	0	15	1	18	22	60	3.5	1.1	12	1.4
-8.7167	-58.4	Gley_pouco_húmico_álico_Tb	Gleysol	80	A2	16	59	2	18	22	60	3.5	0.55	12	1.4
-8.7167	-58.4	Gley_pouco_húmico_álico_Tb	Gleysol	80	C3g	60	200	3	10	11	79	3.8	0.1	12	1.4
-8.7667	-52.3	Gley_pouco_húmico_álico_Tb_argiloso	Gleysol	120	A1	0	30	1	46	32	22	3.6	0.51	12	1.2
-8.7667	-52.3	Gley_pouco_húmico_álico_Tb_argiloso	Gleysol	120	A2	31	49	2	46	32	22	3.6	0.255	12	1.2
-8.7667	-52.3	Gley_pouco_húmico_álico_Tb_argiloso	Gleysol	120	C1g	50	200	3	39	52	9	3.6	0.19	12	1.2
-11.6333	-50.6167	Gley_pouco_húmico_álico_Tb_muito_argiloso	Gleysol	150	A1	0	10	1	28	70	2	3.4	4.4	11.28205128	1
-11.6333	-50.6167	Gley_pouco_húmico_álico_Tb_muito_argiloso	Gleysol	150	A2	11	64	2	28	70	2	3.4	2.2	11.28205128	1
-11.6333	-50.6167	Gley_pouco_húmico_álico_Tb_muito_argiloso	Gleysol	150	B22g	65	200	3	23	75	2	3.3	1.1	10	1
-11.5333	-58.35	Gley_pouco_húmico_álico_Textura_argilosa_Tb	Gleysol	160	A	0	15	1	52	8	40	3.5	2.2	12	1.2
-11.5333	-58.35	Gley_pouco_húmico_álico_Textura_argilosa_Tb	Gleysol	160	A2	16	54	2	52	8	40	3.5	1.1	12	1.2
-11.5333	-58.35	Gley_pouco_húmico_álico_Textura_argilosa_Tb	Gleysol	160	IIC2	55	200	3	48	50	2	3.3	2.4	12	1.2
-10.5167	-55.8333	Gley_pouco_húmico_álico_Textura_argilosa_Tb	Gleysol	160	A1	0	15	1	6	5	89	3.8	6	24	1.2
-10.5167	-55.8333	Gley_pouco_húmico_álico_Textura_argilosa_Tb	Gleysol	160	A3	16	200	2	9	8	83	4.3	3.5	25	1.2
-9.2167	-58.1167	Gley_pouco_húmico_álico_Textura_argilosa_Tb	Gleysol	150	A1	0	10	1	41	32	27	3.3	1.9	12	1.2
-9.2167	-58.1167	Gley_pouco_húmico_álico_Textura_argilosa_Tb	Gleysol	150	A2	11	59	2	41	32	27	3.3	0.95	12	1.2
-9.2167	-58.1167	Gley_pouco_húmico_álico_Textura_argilosa_Tb	Gleysol	150	IIC2g	60	200	3	28	42	30	3.8	0.1	12	1.2
-10.7333	-55.85	Gley_pouco_húmico_álico_Textura_média	Gleysol	160	A11	0	20	1	15	15	70	4	4.5	16.66666667	1.4
-10.7333	-55.85	Gley_pouco_húmico_álico_Textura_média	Gleysol	160	C2	21	200	2	3	16	81	4.3	0.2	10	1.4
-15.4333	-59.65	Gley_pouco_húmico_álico_Textura_média_Tb	Gleysol	115	A1	0	10	1	17	5	79	3.8	7.8	12	1.4
-15.4333	-59.65	Gley_pouco_húmico_álico_Textura_média_Tb	Gleysol	115	A2	11	44	2	17	5	79	3.8	3.9	12	1.4
-15.4333	-59.65	Gley_pouco_húmico_álico_Textura_média_Tb	Gleysol	115	B1	45	79	3	17	20	63	3.7	0.7	12	1.4
-15.4333	-59.65	Gley_pouco_húmico_álico_Textura_média_Tb	Gleysol	115	B2	80	200	4	17	20	63	3.7	0.7	12	1.4
-6.5667	-52.0667	Gley_pouco_húmico_distrófico	Gleysol	120	A1	0	30	1	46	32	22	3.6	0.51	6.375	1.4
-6.5667	-52.0667	Gley_pouco_húmico_distrófico	Gleysol	120	A2	31	49	2	46	32	22	3.6	0.255	6.375	1.4
-6.5667	-52.0667	Gley_pouco_húmico_distrófico	Gleysol	120	C1g	50	200	3	39	52	9	3.6	0.19	3.166666667	1.4
-16.15	-55.8	Gley_pouco_húmico_distrófico_A_moderado_Textura_média_Tb	Gleysol	160	A	0	10	1	34	23	43	4	0.74	9.25	1.4
-16.15	-55.8	Gley_pouco_húmico_distrófico_A_moderado_Textura_média_Tb	Gleysol	160	A2	11	39	2	34	23	43	4	0.37	9.25	1.4
-16.15	-55.8	Gley_pouco_húmico_distrófico_A_moderado_Textura_média_Tb	Gleysol	160	IIC1g	40	200	3	22	44	34	4	0.25	4.166666667	1.4
-17.2667	-56.35	Gley_pouco_húmico_distrófico_Ta_argilosa	Gleysol	140	A1	0	10	1	38	51	11	3.9	2.99	11.07407407	1.2
-17.2667	-56.35	Gley_pouco_húmico_distrófico_Ta_argilosa	Gleysol	140	A2	11	44	2	38	51	11	3.9	1.495	11.07407407	1.2
-17.2667	-56.35	Gley_pouco_húmico_distrófico_Ta_argilosa	Gleysol	140	B1	45	74	3	34	40	26	4	1.23	6.15	1.2
-17.2667	-56.35	Gley_pouco_húmico_distrófico_Ta_argilosa	Gleysol	140	B2	75	200	4	34	40	26	4	1.23	6.15	1.2
-1.1	-51.3667	Gley_pouco_húmico_distrófico_Textura_argilosa_fase_alcalino	Gleysol	140	A1	0	30	1	66	32	2	3.6	0.55	5.5	1.2
-1.1	-51.3667	Gley_pouco_húmico_distrófico_Textura_argilosa_fase_alcalino	Gleysol	140	A2	31	44	2	66	32	2	3.6	0.275	5.5	1.2
-1.1	-51.3667	Gley_pouco_húmico_distrófico_Textura_argilosa_fase_alcalino	Gleysol	140	B1	45	79	3	69	31	0	6	0.05	5	1.2
-1.1	-51.3667	Gley_pouco_húmico_distrófico_Textura_argilosa_fase_alcalino	Gleysol	140	B2	80	200	4	69	31	0	6	0.05	5	1.2
-10.9833	-58.3833	Gley_pouco_húmico_distrófico_Textura_média_Tb	Gleysol	150	Ap	0	10	1	65	30	5	3.6	3.4	12	1.4
-10.9833	-58.3833	Gley_pouco_húmico_distrófico_Textura_média_Tb	Gleysol	150	A2	11	44	2	65	30	5	3.6	1.7	12	1.4
-10.9833	-58.3833	Gley_pouco_húmico_distrófico_Textura_média_Tb	Gleysol	150	IIIC2	45	200	3	27	33	40	3.9	0.4	12	1.4
-10.6	-50.7167	Gley_pouco_húmico_endoe_Tb	Gleysol	170	A1	0	15	1	21	4	75	4.1	3.4	14.16666667	1.4
-10.6	-50.7167	Gley_pouco_húmico_endoe_Tb	Gleysol	170	A2	16	34	2	21	4	75	4.1	1.7	14.16666667	1.4
-10.6	-50.7167	Gley_pouco_húmico_endoe_Tb	Gleysol	170	C1g	35	200	3	10	33	57	4.2	0.3	7.5	1.4
-14.75	-60.1	Gley_pouco_húmico_epiálico_com_A_proeminente_Tb	Gleysol	120	A1	0	25	1	7	14	80	4.2	2.2	18.33333333	1.4
-14.75	-60.1	Gley_pouco_húmico_epiálico_com_A_proeminente_Tb	Gleysol	120	A2	26	59	2	7	14	80	4.2	1.1	18.33333333	1.4
-14.75	-60.1	Gley_pouco_húmico_epiálico_com_A_proeminente_Tb	Gleysol	120	C2g	60	200	3	6	20	74	4.1	0.4	8	1.4
-11.05	-49.7667	Gley_pouco_húmico_epiálico_Tb	Gleysol	150	A1g	0	8	1	15	58	27	3.9	2.5	12.5	1.4
-11.05	-49.7667	Gley_pouco_húmico_epiálico_Tb	Gleysol	150	A2	9	44	2	15	58	27	3.9	1.25	12.5	1.4
-11.05	-49.7667	Gley_pouco_húmico_epiálico_Tb	Gleysol	150	B1	45	79	3	9	47	43	4.6	0.3	10	1.4
-11.05	-49.7667	Gley_pouco_húmico_epiálico_Tb	Gleysol	150	B2	80	200	4	9	47	43	4.6	0.3	10	1.4
-3.4833	-58.8167	Gley_pouco_húmico_eutrófico_A_moderado	Gleysol	90	A1	0	20	1	78	20	2	3.9	0.88	12	1.4
-3.4833	-58.8167	Gley_pouco_húmico_eutrófico_A_moderado	Gleysol	90	A2	21	49	2	78	20	2	3.9	0.44	12	1.4
-3.4833	-58.8167	Gley_pouco_húmico_eutrófico_A_moderado	Gleysol	90	C2	50	200	3	79	19	2	4.1	0.56	12	1.4
-3.3	-59.9333	Gley_pouco_húmico_eutrófico_A_moderado	Gleysol	60	A1	0	20	1	45	53	2	3.4	1.36	8.5	1.4
-3.3	-59.9333	Gley_pouco_húmico_eutrófico_A_moderado	Gleysol	60	A2	21	39	2	45	53	2	3.4	0.68	8.5	1.4
-3.3	-59.9333	Gley_pouco_húmico_eutrófico_A_moderado	Gleysol	60	A3 + IIClg	40	200	3	45	53	2	4.6	0.51	6.375	1.4
-3.2	-59.8667	Gley_pouco_húmico_eutrófico_A_moderado	Gleysol	60	A1	0	20	1	61	37	2	4.6	1.34	7.882352941	1.4
-3.2	-59.8667	Gley_pouco_húmico_eutrófico_A_moderado	Gleysol	60	A2	21	39	2	61	37	2	4.6	0.67	7.882352941	1.4
-3.2	-59.8667	Gley_pouco_húmico_eutrófico_A_moderado	Gleysol	60	A3 + IIClg	40	200	3	61	37	2	4.8	0.42	5.25	1.4
-2.4	-54.0167	Gley_pouco_húmico_eutrófico_A_moderado	Gleysol	150	A1	0	20	1	71	5	24	3.5	1.36	12	1.4
-2.4	-54.0167	Gley_pouco_húmico_eutrófico_A_moderado	Gleysol	150	A2	21	44	2	71	5	24	3.5	0.68	12	1.4
-2.4	-54.0167	Gley_pouco_húmico_eutrófico_A_moderado	Gleysol	150	B1	45	79	3	40	31	29	3.7	0.12	12	1.4
-2.4	-54.0167	Gley_pouco_húmico_eutrófico_A_moderado	Gleysol	150	B2	80	200	4	40	31	29	3.7	0.12	12	1.4
-2.8	-57.1167	Gley_pouco_húmico_eutrófico_solódico_Ta	Gleysol	80	A1 + A3g	0	18	1	48	50	2	3.5	1.9	7.307692308	1.4
-2.8	-57.1167	Gley_pouco_húmico_eutrófico_solódico_Ta	Gleysol	80	A2	19	59	2	48	50	2	3.5	0.95	7.307692308	1.4
-2.8	-57.1167	Gley_pouco_húmico_eutrófico_solódico_Ta	Gleysol	80	III C2g	60	200	3	57	41	2	6.6	0.09	1.5	1.4
-2.7833	-57.15	Gley_pouco_húmico_eutrófico_solódico_Ta	Gleysol	48	A1	0	10	1	51	47	2	3.6	2.84	9.466666667	1.4
-2.7833	-57.15	Gley_pouco_húmico_eutrófico_solódico_Ta	Gleysol	48	A2	11	35	2	51	47	2	3.6	1.42	9.466666667	1.4
-2.7833	-57.15	Gley_pouco_húmico_eutrófico_solódico_Ta	Gleysol	48	III C2g	36	200	3	69	26	5	3.6	0.23	3.285714286	1.4
-3.4167	-60.4667	Gley_pouco_húmico_eutrófico_Ta	Gleysol	160	A1	0	10	1	51	46	3	3.3	2.3	12	1.4
-3.4167	-60.4667	Gley_pouco_húmico_eutrófico_Ta	Gleysol	160	A2	11	19	2	51	46	3	3.3	1.15	12	1.4
-3.4167	-60.4667	Gley_pouco_húmico_eutrófico_Ta	Gleysol	160	C2g	20	200	3	54	44	2	3.2	0.3	12	1.4
-2.4	-54.15	Gley_pouco_húmico_eutrófico_Ta_A_moderado	Gleysol	70	A	0	10	1	71	24	5	4	0.95	7.916666667	1.4
-2.4	-54.15	Gley_pouco_húmico_eutrófico_Ta_A_moderado	Gleysol	70	A2	11	49	2	71	24	5	4	0.475	7.916666667	1.4
-2.4	-54.15	Gley_pouco_húmico_eutrófico_Ta_A_moderado	Gleysol	70	IIG	50	200	3	72	26	2	3.6	0.69	6.272727273	1.4
-17.1667	-58.1333	Gley_pouco_húmico_eutrófico_Ta_argilosa	Gleysol	150	A	0	20	1	52	17	31	4.9	0.8	10	1.2
-17.1667	-58.1333	Gley_pouco_húmico_eutrófico_Ta_argilosa	Gleysol	150	C1	21	200	2	25	54	22	5.3	0.1	2	1.2
-16.9667	-56.9167	Gley_pouco_húmico_eutrófico_Ta_méd/arg	Gleysol	110	A1	0	15	1	36	29	35	4.2	3.43	8.794871795	1.4
-16.9667	-56.9167	Gley_pouco_húmico_eutrófico_Ta_méd/arg	Gleysol	110	A2	16	54	2	36	29	35	4.2	1.715	8.794871795	1.4
-16.9667	-56.9167	Gley_pouco_húmico_eutrófico_Ta_méd/arg	Gleysol	110	IIC2	55	200	3	43	52	5	4.6	0.2	2.857142857	1.4
-14.8667	-46.95	Gley_pouco_húmico_eutrófico_Tb	Gleysol	210	A1	0	10	1	55	40	5	4.4	1.53	9.5625	1.4
-14.8667	-46.95	Gley_pouco_húmico_eutrófico_Tb	Gleysol	210	A2	11	59	2	55	40	5	4.4	0.765	9.5625	1.4
-14.8667	-46.95	Gley_pouco_húmico_eutrófico_Tb	Gleysol	210	C3g	60	200	3	46	47	7	7.5	0.24	4	1.4
-13.6333	-50.2333	Gley_pouco_húmico_eutrófico_Tb	Gleysol	180	A11	0	20	1	37	43	20	4.4	1.7	10.625	1.4
-13.6333	-50.2333	Gley_pouco_húmico_eutrófico_Tb	Gleysol	180	A2	21	44	2	37	43	20	4.4	0.85	10.625	1.4
-13.6333	-50.2333	Gley_pouco_húmico_eutrófico_Tb	Gleysol	180	C1g	45	200	3	35	46	19	4	1	12.5	1.4
-1.7667	-53.4667	Gley_pouco_húmico_eutrófico_Textura_argilosa	Gleysol	60	A1g	0	10	1	37	63	0	3.5	1.09	6.8125	1.2
-1.7667	-53.4667	Gley_pouco_húmico_eutrófico_Textura_argilosa	Gleysol	60	Cg	11	200	2	41	59	0	3.5	0.42	5.25	1.2
2.4833	-50.8833	Gley_pouco_húmico_eutrófico_Textura_argilosa	Gleysol	100	A1	0	20	1	55	45	0	3.5	1.38	9.857142857	1.2
2.4833	-50.8833	Gley_pouco_húmico_eutrófico_Textura_argilosa	Gleysol	100	A2	21	59	2	55	45	0	3.5	0.69	9.857142857	1.2
2.4833	-50.8833	Gley_pouco_húmico_eutrófico_Textura_argilosa	Gleysol	100	Cg	60	200	3	39	61	0	4	0.16	3.2	1.2
2.5	-50.8	Gley_pouco_húmico_eutrófico_Textura_argilosa	Gleysol	95	A1	0	18	1	55	40	5	4.4	1.66	9.764705882	1.2
2.5	-50.8	Gley_pouco_húmico_eutrófico_Textura_argilosa	Gleysol	95	A2	19	44	2	55	40	5	4.4	0.83	9.764705882	1.2
2.5	-50.8	Gley_pouco_húmico_eutrófico_Textura_argilosa	Gleysol	95	Cg	45	200	3	51	39	10	4.7	0.54	7.714285714	1.2
2.5333	-50.9167	Gley_pouco_húmico_eutrófico_Textura_argilosa	Gleysol	120	A1	0	30	1	54	46	0	3.9	1.16	6.105263158	1.2
2.5333	-50.9167	Gley_pouco_húmico_eutrófico_Textura_argilosa	Gleysol	120	A2	31	44	2	54	46	0	3.9	0.58	6.105263158	1.2
2.5333	-50.9167	Gley_pouco_húmico_eutrófico_Textura_argilosa	Gleysol	120	B1	45	79	3	34	66	0	3.7	0.48	6	1.2
2.5333	-50.9167	Gley_pouco_húmico_eutrófico_Textura_argilosa	Gleysol	120	B2	80	200	4	34	66	0	3.7	0.48	6	1.2
3.2	-51.2333	Gley_pouco_húmico_eutrófico_Textura_argilosa	Gleysol	115	A1g	0	20	1	72	28	0	4	0.71	5.916666667	1.2
3.2	-51.2333	Gley_pouco_húmico_eutrófico_Textura_argilosa	Gleysol	115	A2	21	44	2	72	28	0	4	0.355	5.916666667	1.2
3.2	-51.2333	Gley_pouco_húmico_eutrófico_Textura_argilosa	Gleysol	115	B1	45	74	3	61	39	0	4.1	0.45	5.625	1.2
3.2	-51.2333	Gley_pouco_húmico_eutrófico_Textura_argilosa	Gleysol	115	B2	75	200	4	61	39	0	4.1	0.45	5.625	1.2
0.2167	-50.9167	Gley_pouco_húmico_eutrófico_Textura_média	Gleysol	120	A1g	0	10	1	73	25	2	3.5	3.49	9.432432432	1.4
0.2167	-50.9167	Gley_pouco_húmico_eutrófico_Textura_média	Gleysol	120	A2	11	49	2	73	25	2	3.5	1.745	9.432432432	1.4
0.2167	-50.9167	Gley_pouco_húmico_eutrófico_Textura_média	Gleysol	120	C2g	50	200	3	74	26	0	3.9	0.15	3.75	1.4
3.3333	-51.1667	Gley_pouco_húmico_eutrófico_Textura_média	Gleysol	110	A1	0	25	1	74	26	0	3.9	0.81	7.363636364	1.4
3.3333	-51.1667	Gley_pouco_húmico_eutrófico_Textura_média	Gleysol	110	A2	26	54	2	74	26	0	3.9	0.405	7.363636364	1.4
3.3333	-51.1667	Gley_pouco_húmico_eutrófico_Textura_média	Gleysol	110	Cg	55	200	3	69	31	0	3.9	0.31	5.166666667	1.4
3.5167	-51.2	Gley_pouco_húmico_eutrófico_Textura_média	Gleysol	95	A1	0	15	1	76	24	0	4.2	1.29	7.588235294	1.4
3.5167	-51.2	Gley_pouco_húmico_eutrófico_Textura_média	Gleysol	95	A2	16	44	2	76	24	0	4.2	0.645	7.588235294	1.4
3.5167	-51.2	Gley_pouco_húmico_eutrófico_Textura_média	Gleysol	95	Cg	45	200	3	81	19	0	4.8	0.3	5	1.4
-15.2167	-59.3333	Gley_pouco_húmico_eutrófico_Textura_média_Ta	Gleysol	120	A1	0	10	1	20	9	71	5.9	1.3	12	1.4
-15.2167	-59.3333	Gley_pouco_húmico_eutrófico_Textura_média_Ta	Gleysol	120	A2	11	44	2	20	9	71	5.9	0.65	12	1.4
-15.2167	-59.3333	Gley_pouco_húmico_eutrófico_Textura_média_Ta	Gleysol	120	B1	45	69	3	24	6	70	3.8	0.1	12	1.4
-15.2167	-59.3333	Gley_pouco_húmico_eutrófico_Textura_média_Ta	Gleysol	120	B2	70	200	4	24	6	70	3.8	0.1	12	1.4
-1.5167	-52.5	Gley_pouco_húmico_eutrófico_Textura_muito_argilosa_fase_substrato_carbonático	Gleysol	100	A1	0	30	1	46	54	0	3.5	0.61	5.545454545	1
-1.5167	-52.5	Gley_pouco_húmico_eutrófico_Textura_muito_argilosa_fase_substrato_carbonático	Gleysol	100	A2	31	59	2	46	54	0	3.5	0.305	5.545454545	1
-1.5167	-52.5	Gley_pouco_húmico_eutrófico_Textura_muito_argilosa_fase_substrato_carbonático	Gleysol	100	C2g	60	200	3	25	75	0	3.3	0.49	7	1
-6.7833	-51.6333	Gley_pouco_húmico_Tb_álico	Gleysol	160	A11	0	7	1	40	39	21	3.8	2.8	8.75	1.4
-6.7833	-51.6333	Gley_pouco_húmico_Tb_álico	Gleysol	160	A2	8	57	2	40	39	21	3.8	1.4	8.75	1.4
-6.7833	-51.6333	Gley_pouco_húmico_Tb_álico	Gleysol	160	C2g	58	200	3	20	55	25	3.4	0.37	4.625	1.4
-1.9	-54.7667	Gley_pouco_húmico_Tb_álico	Gleysol	80	A	10	30	1	17	81	2	3.2	2.04	12.75	1.4
-1.9	-54.7667	Gley_pouco_húmico_Tb_álico	Gleysol	80	A2	31	64	2	17	81	2	3.2	1.02	12.75	1.4
-1.9	-54.7667	Gley_pouco_húmico_Tb_álico	Gleysol	80	IIG	65	200	3	19	63	18	3.2	0.73	6.636363636	1.4
-1.6667	-54.9833	Gley_pouco_húmico_Tb_álico	Gleysol	120	A11	0	20	1	29	47	24	3.5	3.23	10.41935484	1.4
-1.6667	-54.9833	Gley_pouco_húmico_Tb_álico	Gleysol	120	A2	21	44	2	29	47	24	3.5	1.615	10.41935484	1.4
-1.6667	-54.9833	Gley_pouco_húmico_Tb_álico	Gleysol	120	B1	45	89	3	27	38	35	3.8	0.26	5.2	1.4
-1.6667	-54.9833	Gley_pouco_húmico_Tb_álico	Gleysol	120	B2	90	200	4	27	38	35	3.8	0.26	5.2	1.4
-6.7667	-51.6	Gley_pouco_húmico_Tb_álico_solódico	Gleysol	120	A1	0	4	1	26	72	2	4	6.27	14.58139535	1.4
-6.7667	-51.6	Gley_pouco_húmico_Tb_álico_solódico	Gleysol	120	A2	5	59	2	26	72	2	4	3.135	14.58139535	1.4
-6.7667	-51.6	Gley_pouco_húmico_Tb_álico_solódico	Gleysol	120	I	60	200	3	33	56	11	3.4	0.45	7.5	1.4
-0.7167	-48.5167	Gley_salino_eutrófico_Textura_argilosa	Gleysol	136	A1	0	18	1	56	39	5	3.8	1.37	7.611111111	1.2
-0.7167	-48.5167	Gley_salino_eutrófico_Textura_argilosa	Gleysol	136	A2	19	44	2	56	39	5	3.8	0.685	7.611111111	1.2
-0.7167	-48.5167	Gley_salino_eutrófico_Textura_argilosa	Gleysol	136	B1	45	79	3	47	51	2	4	0.44	7.333333333	1.2
-0.7167	-48.5167	Gley_salino_eutrófico_Textura_argilosa	Gleysol	136	B2	80	200	4	47	51	2	4	0.44	7.333333333	1.2
2.6667	-50.8667	Gley_salino_eutrófico_Textura_argilosa	Gleysol	100	A1g	0	20	1	58	42	0	4.4	4.43	10.30232558	1.2
2.6667	-50.8667	Gley_salino_eutrófico_Textura_argilosa	Gleysol	100	A2	21	49	2	58	42	0	4.4	2.215	10.30232558	1.2
2.6667	-50.8667	Gley_salino_eutrófico_Textura_argilosa	Gleysol	100	Cg	50	200	3	60	40	0	4.3	1.64	12.61538462	1.2
-12.7167	-52.5333	Hidromórfico	Planosol	160	A	0	20	1	14	38	48	4.2	2.3	13.52941176	1.4
-12.7167	-52.5333	Hidromórfico	Planosol	160	A2	21	59	2	14	38	48	4.2	1.15	13.52941176	1.4
-12.7167	-52.5333	Hidromórfico	Planosol	160	B22pl	60	200	3	10	49	41	4.4	0.5	12.5	1.4
-10.4333	-50.4833	Hidromórfico_álico_c\_B_Textural_Tb	Planosol	140	A1	0	20	1	13	11	76	3.8	1	12.5	1.4
-10.4333	-50.4833	Hidromórfico_álico_c\_B_Textural_Tb	Planosol	140	A2	21	64	2	13	11	76	3.8	0.5	12.5	1.4
-10.4333	-50.4833	Hidromórfico_álico_c\_B_Textural_Tb	Planosol	140	B21pl	65	200	3	12	19	70	3.8	0.4	10	1.4
-16.3333	-56.2	Hidromórfico_álico_sol_TbabMéd/arg	Planosol	136	A11	0	12	1	20	11	69	3.9	0.52	7.428571429	1.4
-16.3333	-56.2	Hidromórfico_álico_sol_TbabMéd/arg	Planosol	136	A2	13	44	2	20	11	69	3.9	0.26	7.428571429	1.4
-16.3333	-56.2	Hidromórfico_álico_sol_TbabMéd/arg	Planosol	136	B1	45	102	3	24	45	31	3.7	0.1	2	1.4
-16.3333	-56.2	Hidromórfico_álico_sol_TbabMéd/arg	Planosol	136	B2	103	200	4	24	45	31	3.7	0.1	2	1.4
-16.7	-56.15	Hidromórfico_álico_Ta_méd/arg	Planosol	120	A1	0	10	1	47	13	40	3.8	0.29	4.142857143	1.4
-16.7	-56.15	Hidromórfico_álico_Ta_méd/arg	Planosol	120	A2	11	44	2	47	13	40	3.8	0.145	4.142857143	1.4
-16.7	-56.15	Hidromórfico_álico_Ta_méd/arg	Planosol	120	B1	45	69	3	32	55	13	3.7	0.2	3.333333333	1.4
-16.7	-56.15	Hidromórfico_álico_Ta_méd/arg	Planosol	120	B2	70	200	4	32	55	13	3.7	0.2	3.333333333	1.4
-16.6167	-55.25	Hidromórfico_álico_Tb_aren/méd	Planosol	160	A1	0	10	1	24	8	68	4.3	0.61	7.625	1.4
-16.6167	-55.25	Hidromórfico_álico_Tb_aren/méd	Planosol	160	A2	11	44	2	24	8	68	4.3	0.305	7.625	1.4
-16.6167	-55.25	Hidromórfico_álico_Tb_aren/méd	Planosol	160	B1	45	79	3	33	23	44	3.9	0.15	3	1.4
-16.6167	-55.25	Hidromórfico_álico_Tb_aren/méd	Planosol	160	B2	80	200	4	33	23	44	3.9	0.15	3	1.4
-17.4333	-57.0333	Hidromórfico_álico_Tb_argilosa	Planosol	170	A1	0	10	1	48	35	17	4.1	2.4	12.63157895	1.2
-17.4333	-57.0333	Hidromórfico_álico_Tb_argilosa	Planosol	170	A2	11	44	2	48	35	17	4.1	1.2	12.63157895	1.2
-17.4333	-57.0333	Hidromórfico_álico_Tb_argilosa	Planosol	170	B1	45	79	3	39	59	2	3.9	0.18	2.25	1.2
-17.4333	-57.0333	Hidromórfico_álico_Tb_argilosa	Planosol	170	B2	80	200	4	39	59	2	3.9	0.18	2.25	1.2
-17.3	-55.95	Hidromórfico_álico_Tb_média	Planosol	170	A1	0	30	1	24	43	33	4	1.13	7.0625	1.4
-17.3	-55.95	Hidromórfico_álico_Tb_média	Planosol	170	A2	31	44	2	24	43	33	4	0.565	7.0625	1.4
-17.3	-55.95	Hidromórfico_álico_Tb_média	Planosol	170	B1	45	69	3	16	26	58	4	0.11	3.666666667	1.4
-17.3	-55.95	Hidromórfico_álico_Tb_média	Planosol	170	B2	70	200	4	16	26	58	4	0.11	3.666666667	1.4
-12.4333	-46.4667	Hidromórfico_cinzento_álico	Planosol	130	A1	0	32	1	6	9	85	3.8	0.38	6.333333333	1.4
-12.4333	-46.4667	Hidromórfico_cinzento_álico	Planosol	130	A2	33	61	2	6	9	85	3.8	0.19	6.333333333	1.4
-12.4333	-46.4667	Hidromórfico_cinzento_álico	Planosol	130	B1	62	200	3	6	10	84	4.1	0.12	2.4	1.4
-14.9333	-59.7167	Hidromórfico_cinzento_álico_Tb	Planosol	160	A1	0	15	1	15	12	73	3.9	1.8	12	1.4
