Lat	Long	SoilClass		SoilDepth	HzSimb	HzDeIn	HzDeFn	HzVal	Silt	Clay	Sand	pH_KCL	C	C_N	BD
-17.5	-54.7333	Areia_quartzosa_álica	Arenosol	150	A1	0	20	1	4	10	86	4.1	0.87	9.666666667	1.5
-17.5	-54.7333	Areia_quartzosa_álica	Arenosol	150	A2	21	49	2	4	10	86	4.1	0.435	9.666666667	1.5
-17.5	-54.7333	Areia_quartzosa_álica	Arenosol	150	C1	50	200	3	3	11	86	4.3	0.16	2.666666667	1.6
-17.3167	-53.2333	Areia_quartzosa_álica	Arenosol	157	A	0	17	1	6	9	85	4.1	0.67	11.16666667	1.5
-17.3167	-53.2333	Areia_quartzosa_álica	Arenosol	157	A2	18	44	2	6	9	85	4.1	0.335	11.16666667	1.5
-17.3167	-53.2333	Areia_quartzosa_álica	Arenosol	157	C1	45	200	3	4	8	88	4.3	0.1	3.333333333	1.6
-17.1	-54.8	Areia_quartzosa_álica	Arenosol	120	A	0	30	1	2	1	97	4.3	0.14	3.5	1.5
-17.1	-54.8	Areia_quartzosa_álica	Arenosol	120	A2	31	59	2	2	1	97	4.3	0.07	3.5	1.5
-17.1	-54.8	Areia_quartzosa_álica	Arenosol	120	C	60	200	3	2	4	94	4.3	0.11	3.666666667	1.6
-17.1	-54.4667	Areia_quartzosa_álica	Arenosol	120	A	0	20	1	5	7	88	4	0.42	6	1.5
-17.1	-54.4667	Areia_quartzosa_álica	Arenosol	120	A2	21	39	2	5	7	88	4	0.21	6	1.5
-17.1	-54.4667	Areia_quartzosa_álica	Arenosol	120	C	40	200	3	4	8	88	4.1	0.24	4.8	1.6
-16.95	-55.15	Areia_quartzosa_álica	Arenosol	160	A	0	30	1	7	6	87	4.2	0.4	6.666666667	1.5
-16.95	-55.15	Areia_quartzosa_álica	Arenosol	160	A2	31	44	2	7	6	87	4.2	0.2	6.666666667	1.5
-16.95	-55.15	Areia_quartzosa_álica	Arenosol	160	B1	45	139	3	10	11	79	4.1	0.08	2	1.6
-16.95	-55.15	Areia_quartzosa_álica	Arenosol	160	B2	140	200	4	10	11	79	4.1	0.08	2	1.6
-16.7	-50.6333	Areia_quartzosa_álica	Arenosol	160	A	0	30	1	5	6	89	4.2	0.53	10.6	1.5
-16.7	-50.6333	Areia_quartzosa_álica	Arenosol	160	A2	31	49	2	5	6	89	4.2	0.265	10.6	1.5
-16.7	-50.6333	Areia_quartzosa_álica	Arenosol	160	C2	50	200	3	5	8	87	4.4	0.18	6	1.6
-15.8167	-55.15	Areia_quartzosa_álica	Arenosol	300	A1	0	13	1	4	6	90	4.1	0.45	15	1.5
-15.8167	-55.15	Areia_quartzosa_álica	Arenosol	300	A2	14	56	2	4	6	90	4.1	0.225	15	1.5
-15.8167	-55.15	Areia_quartzosa_álica	Arenosol	300	C2	57	200	3	3	11	86	4.7	0.16	16	1.6
-15.8	-54.5167	Areia_quartzosa_álica	Arenosol	160	A1	0	5	1	3	5	92	3.6	0.9	12	1.5
-15.8	-54.5167	Areia_quartzosa_álica	Arenosol	160	A2	6	44	2	3	5	92	3.6	0.45	12	1.5
-15.8	-54.5167	Areia_quartzosa_álica	Arenosol	160	B1	45	79	3	2	7	91	4.1	0.1	12	1.6
-15.8	-54.5167	Areia_quartzosa_álica	Arenosol	160	B2	80	200	4	2	7	91	4.1	0.1	12	1.6
-15.4833	-57.55	Areia_quartzosa_álica	Arenosol	160	A1	0	10	1	3	6	90	3.5	1.2	12	1.5
-15.4833	-57.55	Areia_quartzosa_álica	Arenosol	160	A2	11	59	2	3	6	90	3.5	0.6	12	1.5
-15.4833	-57.55	Areia_quartzosa_álica	Arenosol	160	C2	60	200	3	3	11	86	4	0.2	12	1.6
-15.15	-54.95	Areia_quartzosa_álica	Arenosol	160	A1	0	5	1	1	7	91	3.5	1	12	1.5
-15.15	-54.95	Areia_quartzosa_álica	Arenosol	160	A2	6	44	2	1	7	91	3.5	0.5	12	1.5
-15.15	-54.95	Areia_quartzosa_álica	Arenosol	160	B1	45	69	3	4	10	86	4.2	0.2	12	1.6
-15.15	-54.95	Areia_quartzosa_álica	Arenosol	160	B2	70	200	4	4	10	86	4.2	0.2	12	1.6
-14.9833	-57.4667	Areia_quartzosa_álica	Arenosol	120	A1	0	20	1	3	8	89	3.5	0.95	19	1.5
-14.9833	-57.4667	Areia_quartzosa_álica	Arenosol	120	A2	21	44	2	3	8	89	3.5	0.475	19	1.5
-14.9833	-57.4667	Areia_quartzosa_álica	Arenosol	120	B1	45	99	3	1	12	87	4	0.24	12	1.6
-14.9833	-57.4667	Areia_quartzosa_álica	Arenosol	120	B2	100	200	4	1	12	87	4	0.24	12	1.6
-14.9	-58.6167	Areia_quartzosa_álica	Arenosol	170	A1	0	15	1	8	2	90	3.8	0.6	12	1.5
-14.9	-58.6167	Areia_quartzosa_álica	Arenosol	170	A2	16	44	2	8	2	90	3.8	0.3	12	1.5
-14.9	-58.6167	Areia_quartzosa_álica	Arenosol	170	B1	45	79	3	3	5	91	4.4	0.3	12	1.6
-14.9	-58.6167	Areia_quartzosa_álica	Arenosol	170	B2	80	200	4	3	5	91	4.4	0.3	12	1.6
-14.8833	-58.45	Areia_quartzosa_álica	Arenosol	170	A1	0	15	1	16	2	82	3.7	1.2	12	1.5
-14.8833	-58.45	Areia_quartzosa_álica	Arenosol	170	A2	16	44	2	16	2	82	3.7	0.6	12	1.5
-14.8833	-58.45	Areia_quartzosa_álica	Arenosol	170	B1	45	79	3	3	4	93	4.3	0.7	12	1.6
-14.8833	-58.45	Areia_quartzosa_álica	Arenosol	170	B2	80	200	4	3	4	93	4.3	0.7	12	1.6
-14.8833	-58.1333	Areia_quartzosa_álica	Arenosol	160	A1	0	12	1	3	3	94	3.6	1.1	12	1.5
-14.8833	-58.1333	Areia_quartzosa_álica	Arenosol	160	A2	13	64	2	3	3	94	3.6	0.55	12	1.5
-14.8833	-58.1333	Areia_quartzosa_álica	Arenosol	160	C2	65	200	3	2	6	92	4.3	0.3	12	1.6
-14.6833	-59.8667	Areia_quartzosa_álica	Arenosol	150	A1	0	15	1	6	6	88	3.8	1.1	12	1.5
-14.6833	-59.8667	Areia_quartzosa_álica	Arenosol	150	A2	16	59	2	6	6	88	3.8	0.55	12	1.5
-14.6833	-59.8667	Areia_quartzosa_álica	Arenosol	150	C2	60	200	3	7	10	84	3.8	0.4	12	1.6
-14.5833	-59.1667	Areia_quartzosa_álica	Arenosol	150	A1	0	20	1	1	7	93	4.1	0.4	12	1.5
-14.5833	-59.1667	Areia_quartzosa_álica	Arenosol	150	A2	21	39	2	1	7	93	4.1	0.2	12	1.5
-14.5833	-59.1667	Areia_quartzosa_álica	Arenosol	150	C	40	200	3	4	7	89	4.1	0.4	12	1.6
-14.3167	-57.2833	Areia_quartzosa_álica	Arenosol	160	A1	0	7	1	3	5	92	4.1	0.5	8.333333333	1.5
-14.3167	-57.2833	Areia_quartzosa_álica	Arenosol	160	A2	8	59	2	3	5	92	4.1	0.25	8.333333333	1.5
-14.3167	-57.2833	Areia_quartzosa_álica	Arenosol	160	C2	60	200	3	2	10	88	4.2	0.1	5	1.6
-14.05	-56.15	Areia_quartzosa_álica	Arenosol	160	A1	0	10	1	2	3	96	4.1	0.8	11.42857143	1.5
-14.05	-56.15	Areia_quartzosa_álica	Arenosol	160	A2	11	59	2	2	3	96	4.1	0.4	11.42857143	1.5
-14.05	-56.15	Areia_quartzosa_álica	Arenosol	160	C2	60	200	3	1	5	93	4.4	0.3	15	1.6
-13.9167	-54.1667	Areia_quartzosa_álica	Arenosol	160	A1	0	15	1	4	6	91	3.6	0.7	12	1.5
-13.9167	-54.1667	Areia_quartzosa_álica	Arenosol	160	A2	16	39	2	4	6	91	3.6	0.35	12	1.5
-13.9167	-54.1667	Areia_quartzosa_álica	Arenosol	160	C1	40	200	3	3	12	86	4.1	0.2	12	1.6
-13.8167	-58.95	Areia_quartzosa_álica	Arenosol	150	A1	0	15	1	5	6	89	3.9	2.5	12	1.5
-13.8167	-58.95	Areia_quartzosa_álica	Arenosol	150	A2	16	39	2	5	6	89	3.9	1.25	12	1.5
-13.8167	-58.95	Areia_quartzosa_álica	Arenosol	150	C1	40	200	3	3	8	89	4.3	0.6	12	1.6
-13.65	-59.3	Areia_quartzosa_álica	Arenosol	160	A1	0	12	1	2	7	91	4	0.6	12	1.5
-13.65	-59.3	Areia_quartzosa_álica	Arenosol	160	A2	13	64	2	2	7	91	4	0.3	12	1.5
-13.65	-59.3	Areia_quartzosa_álica	Arenosol	160	C2	65	200	3	1	13	86	4.3	0.4	12	1.6
-13.0667	-57.3667	Areia_quartzosa_álica	Arenosol	150	A1	0	10	1	4	6	90	3.4	1.1	12	1.5
-13.0667	-57.3667	Areia_quartzosa_álica	Arenosol	150	A2	11	64	2	4	6	90	3.4	0.55	12	1.5
-13.0667	-57.3667	Areia_quartzosa_álica	Arenosol	150	C2	65	200	3	7	11	83	4	0.1	12	1.6
-12.6667	-58.9667	Areia_quartzosa_álica	Arenosol	150	A1	0	15	1	2	3	95	3.8	0.9	12	1.5
-12.6667	-58.9667	Areia_quartzosa_álica	Arenosol	150	A2	16	59	2	2	3	95	3.8	0.45	12	1.5
-12.6667	-58.9667	Areia_quartzosa_álica	Arenosol	150	C2	60	200	3	2	7	92	4.1	0.1	12	1.6
-12.35	-59.15	Areia_quartzosa_álica	Arenosol	150	A1	0	10	1	6	7	87	3.7	0.9	12	1.5
-12.35	-59.15	Areia_quartzosa_álica	Arenosol	150	A2	11	44	2	6	7	87	3.7	0.45	12	1.5
-12.35	-59.15	Areia_quartzosa_álica	Arenosol	150	B1	45	74	3	7	8	85	4.1	0.3	12	1.6
-12.35	-59.15	Areia_quartzosa_álica	Arenosol	150	B2	75	200	4	7	8	85	4.1	0.3	12	1.6
-12.1	-60.8	Areia_quartzosa_álica	Arenosol	110	A1	0	20	1	4	7	90	3.8	1.7	12	1.5
-12.1	-60.8	Areia_quartzosa_álica	Arenosol	110	A2	21	59	2	4	7	90	3.8	0.85	12	1.5
-12.1	-60.8	Areia_quartzosa_álica	Arenosol	110	C1g	60	200	3	2	8	89	4.3	0.4	12	1.6
-11.95	-60.95	Areia_quartzosa_álica	Arenosol	170	A1	0	35	1	1	7	92	3.5	1.2	12	1.5
-11.95	-60.95	Areia_quartzosa_álica	Arenosol	170	A2	36	44	2	1	7	92	3.5	0.6	12	1.5
-11.95	-60.95	Areia_quartzosa_álica	Arenosol	170	B1	45	69	3	0	9	91	4.3	0.4	12	1.6
-11.95	-60.95	Areia_quartzosa_álica	Arenosol	170	B2	70	200	4	0	9	91	4.3	0.4	12	1.6
-11.9	-58.4167	Areia_quartzosa_álica	Arenosol	150	A1	0	5	1	5	4	91	3.4	0.8	12	1.5
-11.9	-58.4167	Areia_quartzosa_álica	Arenosol	150	A2	6	54	2	5	4	91	3.4	0.4	12	1.5
-11.9	-58.4167	Areia_quartzosa_álica	Arenosol	150	C2	55	200	3	4	8	88	4	0.1	12	1.6
-11.85	-58.0667	Areia_quartzosa_álica	Arenosol	125	A1	0	15	1	9	8	83	3.8	0.6	12	1.5
-11.85	-58.0667	Areia_quartzosa_álica	Arenosol	125	A2	16	64	2	9	8	83	3.8	0.3	12	1.5
-11.85	-58.0667	Areia_quartzosa_álica	Arenosol	125	C2	65	200	3	12	12	76	3.9	0.3	12	1.6
-11.8333	-60.3167	Areia_quartzosa_álica	Arenosol	100	A1	0	20	1	0	4	96	3.7	1	12	1.5
-11.8333	-60.3167	Areia_quartzosa_álica	Arenosol	100	A2	21	49	2	0	4	96	3.7	0.5	12	1.5
-11.8333	-60.3167	Areia_quartzosa_álica	Arenosol	100	C2	50	200	3	1	9	90	4.4	0.4	12	1.6
-11.8167	-59.9167	Areia_quartzosa_álica	Arenosol	160	A11	0	15	1	6	10	84	3.6	1.4	12	1.5
-11.8167	-59.9167	Areia_quartzosa_álica	Arenosol	160	A2	16	39	2	6	10	84	3.6	0.7	12	1.5
-11.8167	-59.9167	Areia_quartzosa_álica	Arenosol	160	C1	40	200	3	7	17	77	4.1	0.7	12	1.6
-11.8167	-58.4	Areia_quartzosa_álica	Arenosol	150	A1	0	30	1	5	4	91	3.9	1.7	12	1.5
-11.8167	-58.4	Areia_quartzosa_álica	Arenosol	150	A2	31	49	2	5	4	91	3.9	0.85	12	1.5
-11.8167	-58.4	Areia_quartzosa_álica	Arenosol	150	C1	50	200	3	6	6	88	4.1	0.7	12	1.6
-11.7667	-59.2	Areia_quartzosa_álica	Arenosol	100	A11	0	20	1	7	10	83	3.6	1.3	12	1.5
-11.7667	-59.2	Areia_quartzosa_álica	Arenosol	100	A2	21	44	2	7	10	83	3.6	0.65	12	1.5
-11.7667	-59.2	Areia_quartzosa_álica	Arenosol	100	B1	45	69	3	12	14	74	4.1	0.4	12	1.6
-11.7667	-59.2	Areia_quartzosa_álica	Arenosol	100	B2	70	200	4	12	14	74	4.1	0.4	12	1.6
-11.1833	-55.5833	Areia_quartzosa_álica	Arenosol	160	A1	0	10	1	5	3	92	3.9	1	14.28571429	1.5
-11.1833	-55.5833	Areia_quartzosa_álica	Arenosol	160	A2	11	49	2	5	3	92	3.9	0.5	14.28571429	1.5
-11.1833	-55.5833	Areia_quartzosa_álica	Arenosol	160	C2	50	200	3	2	10	89	4.2	0.3	10	1.6
-11.1833	-49.2667	Areia_quartzosa_álica	Arenosol	110	A1	0	15	1	1	10	89	4.1	0.9	12.85714286	1.5
-11.1833	-49.2667	Areia_quartzosa_álica	Arenosol	110	A2	16	44	2	1	10	89	4.1	0.45	12.85714286	1.5
-11.1833	-49.2667	Areia_quartzosa_álica	Arenosol	110	B1	45	79	3	4	10	86	4.2	0.2	10	1.6
-11.1833	-49.2667	Areia_quartzosa_álica	Arenosol	110	B2	80	200	4	4	10	86	4.2	0.2	10	1.6
-10.9333	-57.3333	Areia_quartzosa_álica	Arenosol	100	A1	0	15	1	10	7	84	3.7	1.7	12	1.5
-10.9333	-57.3333	Areia_quartzosa_álica	Arenosol	100	A2	16	49	2	10	7	84	3.7	0.85	12	1.5
-10.9333	-57.3333	Areia_quartzosa_álica	Arenosol	100	C2	50	200	3	24	11	66	4	0.3	12	1.6
-10.6167	-59.5	Areia_quartzosa_álica	Arenosol	90	A1	0	10	1	15	7	78	3.6	1.19	10.81818182	1.5
-10.6167	-59.5	Areia_quartzosa_álica	Arenosol	90	A2	11	49	2	15	7	78	3.6	0.595	10.81818182	1.5
-10.6167	-59.5	Areia_quartzosa_álica	Arenosol	90	C2	50	200	3	15	11	74	4.3	0.55	18.33333333	1.6
-10.6167	-56.5833	Areia_quartzosa_álica	Arenosol	140	A1	0	15	1	4	2	94	4.2	3	12.5	1.5
-10.6167	-56.5833	Areia_quartzosa_álica	Arenosol	140	A2	16	54	2	4	2	94	4.2	1.5	12.5	1.5
-10.6167	-56.5833	Areia_quartzosa_álica	Arenosol	140	B2	55	200	3	3	13	84	3.9	0.2	10	1.6
-10.5833	-53.1	Areia_quartzosa_álica	Arenosol	160	A1	0	20	1	2	9	89	3.8	0.7	10	1.5
-10.5833	-53.1	Areia_quartzosa_álica	Arenosol	160	A2	21	44	2	2	9	89	3.8	0.35	10	1.5
-10.5833	-53.1	Areia_quartzosa_álica	Arenosol	160	B1	45	79	3	1	13	86	4.7	0.2	10	1.6
-10.5833	-53.1	Areia_quartzosa_álica	Arenosol	160	B2	80	200	4	1	13	86	4.7	0.2	10	1.6
-10.4333	-58.0667	Areia_quartzosa_álica	Arenosol	150	A1	0	15	1	5	3	91	4.1	1.9	11.875	1.5
-10.4333	-58.0667	Areia_quartzosa_álica	Arenosol	150	A2	16	44	2	5	3	91	4.1	0.95	11.875	1.5
-10.4333	-58.0667	Areia_quartzosa_álica	Arenosol	150	B1	45	69	3	3	7	90	4.4	0.3	10	1.6
-10.4333	-58.0667	Areia_quartzosa_álica	Arenosol	150	B2	70	200	4	3	7	90	4.4	0.3	10	1.6
-9.9833	-48.3833	Areia_quartzosa_álica	Arenosol	150	A1	0	7	1	4	6	90	3.7	0.5	12	1.5
-9.9833	-48.3833	Areia_quartzosa_álica	Arenosol	150	A2	8	49	2	4	6	90	3.7	0.25	12	1.5
-9.9833	-48.3833	Areia_quartzosa_álica	Arenosol	150	C2	50	200	3	6	9	85	3.9	0.1	12	1.6
-9.6	-48.4333	Areia_quartzosa_álica	Arenosol	150	A1	0	8	1	3	5	92	3.7	0.5	12	1.5
-9.6	-48.4333	Areia_quartzosa_álica	Arenosol	150	A2	9	54	2	3	5	92	3.7	0.25	12	1.5
-9.6	-48.4333	Areia_quartzosa_álica	Arenosol	150	C2	55	200	3	6	8	87	4	0.2	12	1.6
-9.4833	-52.15	Areia_quartzosa_álica	Arenosol	120	A1	0	20	1	6	9	85	4.1	0.6	8.571428571	1.5
-9.4833	-52.15	Areia_quartzosa_álica	Arenosol	120	A2	21	59	2	6	9	85	4.1	0.3	8.571428571	1.5
-9.4833	-52.15	Areia_quartzosa_álica	Arenosol	120	C2	60	200	3	3	7	90	4.2	0.2	6.666666667	1.6
-8.1667	-57.1667	Areia_quartzosa_álica	Arenosol	85	A1	0	5	1	5	3	92	3.4	2.32	5.8	1.5
-8.1667	-57.1667	Areia_quartzosa_álica	Arenosol	85	A2	6	64	2	5	3	92	3.4	1.16	5.8	1.5
-8.1667	-57.1667	Areia_quartzosa_álica	Arenosol	85	C3	65	200	3	10	13	77	4.1	0.64	10.66666667	1.6
-6.75	-60.3333	Areia_quartzosa_álica	Arenosol	100	A1	0	10	1	10	2	88	3.1	3	37.5	1.5
-6.75	-60.3333	Areia_quartzosa_álica	Arenosol	100	A2	11	59	2	10	2	88	3.1	1.5	37.5	1.5
-6.75	-60.3333	Areia_quartzosa_álica	Arenosol	100	C3	60	200	3	13	2	85	4.5	0.7	23.33333333	1.6
-1.9667	-60.9667	Areia_quartzosa_álica	Arenosol	130	A1	0	10	1	4	2	94	3.5	0.6	12	1.5
-1.9667	-60.9667	Areia_quartzosa_álica	Arenosol	130	A2	11	59	2	4	2	94	3.5	0.3	12	1.5
-1.9667	-60.9667	Areia_quartzosa_álica	Arenosol	130	C2	60	200	3	6	8	85	4.2	0.3	12	1.6
-1.95	-60.45	Areia_quartzosa_álica	Arenosol	120	A11	0	20	1	18	7	75	3.8	2	12	1.5
-1.95	-60.45	Areia_quartzosa_álica	Arenosol	120	A2	21	44	2	18	7	75	3.8	1	12	1.5
-1.95	-60.45	Areia_quartzosa_álica	Arenosol	120	B1	45	69	3	21	3	76	4.2	0.2	12	1.6
-1.95	-60.45	Areia_quartzosa_álica	Arenosol	120	B2	70	200	4	21	3	76	4.2	0.2	12	1.6
-1.35	-47.0833	Areia_quartzosa_álica	Arenosol	260	Ap	0	20	1	12	6	82	4.3	0.55	11	1.5
-1.35	-47.0833	Areia_quartzosa_álica	Arenosol	260	A2	21	44	2	12	6	82	4.3	0.275	11	1.5
-1.35	-47.0833	Areia_quartzosa_álica	Arenosol	260	B1	45	79	3	11	12	77	4.2	0.2	10	1.6
-1.35	-47.0833	Areia_quartzosa_álica	Arenosol	260	B2	80	200	4	11	12	77	4.2	0.2	10	1.6
-16.0833	-46.0833	Areia_quartzosa_álica_A_fraco	Arenosol	200	A1	0	20	1	4	4	92	4	0.25	6.25	1.5
-16.0833	-46.0833	Areia_quartzosa_álica_A_fraco	Arenosol	200	A2	21	44	2	4	4	92	4	0.125	6.25	1.5
-16.0833	-46.0833	Areia_quartzosa_álica_A_fraco	Arenosol	200	B1	45	69	3	4	7	89	4.2	0.08	2.666666667	1.6
-16.0833	-46.0833	Areia_quartzosa_álica_A_fraco	Arenosol	200	B2	70	200	4	4	7	89	4.2	0.08	2.666666667	1.6
-17.0667	-54.9167	Areia_quartzosa_álica_A_moderado	Arenosol	150	A	0	24	1	4	8	88	4	0.67	9.571428571	1.5
-17.0667	-54.9167	Areia_quartzosa_álica_A_moderado	Arenosol	150	AC	25	200	2	2	10	88	4.2	0.31	10.33333333	1.6
-16.2333	-55.2833	Areia_quartzosa_álica_A_moderado	Arenosol	130	A	0	13	1	1	4	95	4	0.53	8.833333333	1.5
-16.2333	-55.2833	Areia_quartzosa_álica_A_moderado	Arenosol	130	A2	14	60	2	1	4	95	4	0.265	8.833333333	1.5
-16.2333	-55.2833	Areia_quartzosa_álica_A_moderado	Arenosol	130	C2	61	200	3	1	8	91	4.4	0.1	5	1.6
-15.6667	-57.8833	Areia_quartzosa_álica_A_moderado	Arenosol	180	A1	0	9	1	7	6	87	5.1	0.82	13.66666667	1.5
-15.6667	-57.8833	Areia_quartzosa_álica_A_moderado	Arenosol	180	A2	10	44	2	7	6	87	5.1	0.41	13.66666667	1.5
-15.6667	-57.8833	Areia_quartzosa_álica_A_moderado	Arenosol	180	B1	45	76	3	5	12	83	4.2	0.11	5.5	1.6
-15.6667	-57.8833	Areia_quartzosa_álica_A_moderado	Arenosol	180	B2	77	200	4	5	12	83	4.2	0.11	5.5	1.6
-15.1833	-57.3	Areia_quartzosa_álica_A_moderado	Arenosol	190	A1	0	12	1	4	8	88	3.9	0.55	6.875	1.5
-15.1833	-57.3	Areia_quartzosa_álica_A_moderado	Arenosol	190	A2	13	39	2	4	8	88	3.9	0.275	6.875	1.5
-15.1833	-57.3	Areia_quartzosa_álica_A_moderado	Arenosol	190	C1	40	200	3	4	10	86	4	0.26	5.2	1.6
-14.5333	-57.8	Areia_quartzosa_álica_A_moderado	Arenosol	185	A1	0	15	1	6	8	86	4	1.55	10.33333333	1.5
-14.5333	-57.8	Areia_quartzosa_álica_A_moderado	Arenosol	185	A2	16	64	2	6	8	86	4	0.775	10.33333333	1.5
-14.5333	-57.8	Areia_quartzosa_álica_A_moderado	Arenosol	185	C2	65	200	3	6	14	80	4	0.1	2	1.6
-14.3333	-57.95	Areia_quartzosa_álica_A_moderado	Arenosol	200	A1	0	10	1	1	6	93	4	0.52	5.777777778	1.5
-14.3333	-57.95	Areia_quartzosa_álica_A_moderado	Arenosol	200	A2	11	34	2	1	6	93	4	0.26	5.777777778	1.5
-14.3333	-57.95	Areia_quartzosa_álica_A_moderado	Arenosol	200	C1	35	200	3	1	6	93	4.1	0.2	2.5	1.6
-14.3333	-57.9333	Areia_quartzosa_álica_A_moderado	Arenosol	120	A	0	30	1	2	5	93	4.2	0.28	7	1.5
-14.3333	-57.9333	Areia_quartzosa_álica_A_moderado	Arenosol	120	A2	31	44	2	2	5	93	4.2	0.14	7	1.5
-14.3333	-57.9333	Areia_quartzosa_álica_A_moderado	Arenosol	120	B1	45	99	3	2	6	92	4.4	0.17	5.666666667	1.6
-14.3333	-57.9333	Areia_quartzosa_álica_A_moderado	Arenosol	120	B2	100	200	4	2	6	92	4.4	0.17	5.666666667	1.6
-7.0167	-60.3	Areia_quartzosa_álica_A_moderado	Arenosol	210	A11	0	30	1	24	3	73	3.5	1.54	2.655172414	1.5
-7.0167	-60.3	Areia_quartzosa_álica_A_moderado	Arenosol	210	A2	31	44	2	24	3	73	3.5	0.77	2.655172414	1.5
-7.0167	-60.3	Areia_quartzosa_álica_A_moderado	Arenosol	210	B1	45	69	3	18	7	75	4.5	0.53	0.929824561	1.6
-7.0167	-60.3	Areia_quartzosa_álica_A_moderado	Arenosol	210	B2	70	200	4	18	7	75	4.5	0.53	0.929824561	1.6
-5.7	-46.1833	Areia_quartzosa_álica_A_moderado	Arenosol	120	A1	0	4	1	5	3	92	3.4	0.88	11	1.5
-5.7	-46.1833	Areia_quartzosa_álica_A_moderado	Arenosol	120	A2	5	44	2	5	3	92	3.4	0.44	11	1.5
-5.7	-46.1833	Areia_quartzosa_álica_A_moderado	Arenosol	120	B1	45	74	3	3	4	93	4	0.17	2.833333333	1.6
-5.7	-46.1833	Areia_quartzosa_álica_A_moderado	Arenosol	120	B2	75	200	4	3	4	93	4	0.17	2.833333333	1.6
-5.4667	-46.1333	Areia_quartzosa_álica_A_moderado	Arenosol	70	A1	0	8	1	9	4	87	5.1	1.09	9.909090909	1.5
-5.4667	-46.1333	Areia_quartzosa_álica_A_moderado	Arenosol	70	A2	9	49	2	9	4	87	5.1	0.545	9.909090909	1.5
-5.4667	-46.1333	Areia_quartzosa_álica_A_moderado	Arenosol	70	C2	50	200	3	5	3	92	4.7	0.11	2.75	1.6
-5.3833	-46.2833	Areia_quartzosa_álica_A_moderado	Arenosol	120	A1	0	4	1	14	10	76	5.4	2.26	11.3	1.5
-5.3833	-46.2833	Areia_quartzosa_álica_A_moderado	Arenosol	120	A2	5	44	2	14	10	76	5.4	1.13	11.3	1.5
-5.3833	-46.2833	Areia_quartzosa_álica_A_moderado	Arenosol	120	B1	45	74	3	13	8	79	4	0.19	0.287878788	1.6
-5.3833	-46.2833	Areia_quartzosa_álica_A_moderado	Arenosol	120	B2	75	200	4	13	8	79	4	0.19	0.287878788	1.6
3.3	-60.9167	Areia_quartzosa_álica_A_moderado	Arenosol	120	A	0	20	1	9	7	84	4.1	0.23	5.75	1.5
3.3	-60.9167	Areia_quartzosa_álica_A_moderado	Arenosol	120	A2	21	44	2	9	7	84	4.1	0.115	5.75	1.5
3.3	-60.9167	Areia_quartzosa_álica_A_moderado	Arenosol	120	B1	45	79	3	20	14	66	4.1	0.04	1.333333333	1.6
3.3	-60.9167	Areia_quartzosa_álica_A_moderado	Arenosol	120	B2	80	200	4	20	14	66	4.1	0.04	1.333333333	1.6
-15.05	-58.4	Areia_quartzosa_álica_A_proeminente	Arenosol	230	A1	0	30	1	5	2	93	3.8	0.56	11.2	1.5
-15.05	-58.4	Areia_quartzosa_álica_A_proeminente	Arenosol	230	C1	31	200	2	3	3	94	3.7	0.29	9.666666667	1.6
-14.5	-60.2667	Areia_quartzosa_álica_A_proeminente	Arenosol	150	A1	0	20	1	7	7	86	3.9	0.9	12	1.5
-14.5	-60.2667	Areia_quartzosa_álica_A_proeminente	Arenosol	150	A2	21	49	2	7	7	86	3.9	0.45	12	1.5
-14.5	-60.2667	Areia_quartzosa_álica_A_proeminente	Arenosol	150	C1	50	200	3	9	8	83	4.1	0.6	12	1.6
-2.7833	-55.6333	Areia_quartzosa_álica_A_proeminente	Arenosol	120	A1	0	30	1	2	12	86	3.5	1.46	14.6	1.5
-2.7833	-55.6333	Areia_quartzosa_álica_A_proeminente	Arenosol	120	A2	31	44	2	2	12	86	3.5	0.73	14.6	1.5
-2.7833	-55.6333	Areia_quartzosa_álica_A_proeminente	Arenosol	120	B1	45	99	3	2	16	82	4.4	0.32	10.66666667	1.6
-2.7833	-55.6333	Areia_quartzosa_álica_A_proeminente	Arenosol	120	B2	100	200	4	2	16	82	4.4	0.32	10.66666667	1.6
-2.5167	-54.3	Areia_quartzosa_álica_A_proeminente	Arenosol	110	A	0	20	1	1	7	92	3.5	0.66	9.428571429	1.5
-2.5167	-54.3	Areia_quartzosa_álica_A_proeminente	Arenosol	110	A2	21	44	2	1	7	92	3.5	0.33	9.428571429	1.5
-2.5167	-54.3	Areia_quartzosa_álica_A_proeminente	Arenosol	110	B1	45	89	3	5	8	87	4.1	0.38	7.6	1.6
-2.5167	-54.3	Areia_quartzosa_álica_A_proeminente	Arenosol	110	B2	90	200	4	5	8	87	4.1	0.38	7.6	1.6
-1.8333	-55.3	Areia_quartzosa_álica_A_proeminente	Arenosol	80	A1	0	20	1	2	11	87	4	0.49	7	1.5
-1.8333	-55.3	Areia_quartzosa_álica_A_proeminente	Arenosol	80	A2	21	59	2	2	11	87	4	0.245	7	1.5
-1.8333	-55.3	Areia_quartzosa_álica_A_proeminente	Arenosol	80	A3	60	200	3	2	15	83	4.3	0.22	7.333333333	1.6
-2.45	-54.7667	Areia_quartzosa_álica_latossólica_A_moderado	Arenosol	200	A11	0	13	1	3	3	94	3.5	0.55	6.111111111	1.5
